address,weight
0x005a29730D2F5bFba7dD0b93a9640022326CC9c5,1.0
0x005b96f3C692D7DAE837Bf16e86dABE942b10A21,1.0
0x005c93D07F898ad7ed74ca753eb0b295f7a5Ef1c,50.0
0x005e776B192b2CbB88a6C28AB302D0eB6c5E2086,1.0
0x005ebb651357845D591DaC60Ef280503Da18331E,1.0
0x00603a3701A97e5eFB7cd4987a4d508946577A9C,1.0
0x0060f6Ac85690859C4b658eb09657Aa2B7aDf5B1,1.0
0x00613837e79e0782414b3291Bc61C82C587937B2,1.0
0x00619938548554CdC5A7C375Fc9D6B1ca1FfbBEb,1.0
0x00622116402F303f22D38F3ec202774F183f6468,50.0
0x0062Fb72D128699A70afDAD4b7bafb2Cde128913,126.0
0x0062Ff43810A8acAda9866C5B1d4cA69321191B8,1.0
0x00645Dd21310882cC32399abCb54e0a05b3b5D1d,125.0
0x0064c1608efa188C7E51bBF1cd914E16F9807BA4,1.0
0x0065058668B350BEe2763d43d14FF293d916b106,1.0
0x00658AC887D8396CFfF3C307B4418BF36EAed391,1.0
0x0065981684B5e02f95283B8Ce1916b8981206A3d,1.0
0x0065E2ba727bebC5fd06a7003e66a5835Dfc7084,1.0
0x00675F8c7E24BCbb80C6f8b474d5D43B01e91fD6,1.0
0x00677FAace5F315422AbF855EA94E783ef629702,1.0
0x00680642Adb56eA659D96A91E81099C43886f513,1.0
0x006887b7B9e368F7C912fb1Cf7b66374aa6F7882,1.0
0x00696051199242d2c138AA71c52A1503ef21A3c1,25.0
0x006996ae839a9CAca7b628fdd161bD230c088114,1.0
0x0069f2a79CE72C8A90B71AA14ba176c7A2B9Ad07,1.0
0x006C0a5aFF8a9489235AD7b876e17DDa0F216794,1.0
0x006C1C8f03F8C522Bc5F71a5dECab43a589a99C9,25.0
0x006CdC13291449361F02a7447016B2f749354739,1.0
0x006D0f31A00E1f9c017Ab039E9d0BA699433A28c,1.0
0x006E29CCb31e0F57279C2E75cB36d52e39E746D1,1.0
0x006E94BdC13093b7A5fCC0f7D49617f36a115c81,1.0
0x006Ee776fc1A9B35464DE5B89A0C6B1ACAEc38AD,1.0
0x006a8a496889e9983A5256F34B608Ee9569ba319,1.0
0x006c4fDCB098477E2162F4D2D9bB51C1bA227164,1.0
0x006c77e68d2cE85db549BAC376b4C7283A332447,1.0
0x006c94035CF68Aa5C93bcD2016A15A02aCDc060f,1.0
0x006f030EcB2Daa44fc1deDE06a94e749Bf3918CF,1.0
0x006f3B467Ed1cA3ab818D83596C259606fFEC319,1.0
0x006f55EEfE91933a36f0533E2D971312d9b320da,1.0
0x006f7DA5fE8B1a45D364a677499333099CDb4b75,1.0
0x006f841754506270a43d58e3Fd9811F4CBF6ffD7,1.0
0x006fBAf6fcbB50089Fe8D63620E2AeACA287515C,1.0
0x0071225043c5cEF7bDDEEC8609cEf932867d85bc,25.0
0x00718368B0F6Eb7Ea30F69Fe7a8117C7319aAE54,1.0
0x0071C4CB11c39cc211427D968CF339f6FA7543E7,1.0
0x007734C3C02618971f7Daf6d071F06E93a1114ae,1.0
0x0077581cf651b4f414741161e27ee64c32181b9E,1.0
0x0077B2BA1cB2386d5821856401A41F690a36EABC,1.0
0x00794AfA43B2930801b2E2da875EE4635B24Ec23,1.0
0x0079CE80043EDc3325598e4A3b6293ab779bf174,75.0
0x0079daaF696a60bCD1615b302D7A06259DbE6aE2,1.0
0x007B269eFAac4ebd93E149FfeeC7FAB65ceCaaeF,1.0
0x007Bc558d547ada9813bf148510988262f510C4E,25.0
0x007D51Cbd6105792a1D0EFB8455ae2609A79F664,1.0
0x007E82edDf079974CC6f65E1BB6b830e3A2Fc0ca,1.0
0x007E8f967A67D28B1b12BD0AF4298e336E8F01af,1.0
0x007E9737bc5000fc4c20E39bfd76073869BADE18,1.0
0x007EFD2FB97f65D4F805c3662d4d20BaE6e08d9B,1.0
0x007ba06806FD35B94B2893B7d3d72DE9e2539070,1.0
0x007cA3a9974D3C0AC2b01bc45E1AeDEB7F9f0Bc1,75.0
0x007f69bd266B124643b9E7407a1dEe162BE9fC57,1.0
0x007f77B222086052e8aeBCA83F969B012884E49d,1.0
0x00803232cC216eef9b396D6CfFFD4b51E09F29da,1.0
0x008076097a7A46993eCb1D1C21A7D3dD655AfAE3,1.0
0x008236Fc3Fcd1cFc43653b16E9c5F2A385014845,1.0
0x00826296Dbb0f2fCF676412EeaB998ef696514Bb,1.0
0x0082C9c82a152eaB12b921Bd1AA3aA943cfebF08,1.0
0x0082dc9791f8b6e519bD728D8B7Fc90787093772,75.0
0x008602f9d001270E63c220C698bB084A12a5f55A,1.0
0x0087EcE2D8D304aE3fA3a8BBa3901895f835203c,1.0
0x0088d3Dd2f7262aB10be71F8205462786e54Ef88,1.0
0x008E6d45cA503656a5dC6Ce2B00f8FB3DfE0Ba77,1.0
0x008a555153fAD6A62f0f3360F29740b3eCA6BaFF,125.0
0x008bf34D534D9bcEf7b206337776ac5fFC1ee4B1,1.0
0x008c54916932Cf77dA300Cb485AB7513625d21c6,1.0
0x008dBcb20f5CF5f7822f7DAF49a6Dfdf04D4d4Ba,1.0
0x008f92F365Acd431cFe7f8B92e912510EEA75680,1.0
0x009069a7864F42b3F343ebBfA9B33D288ED93046,1.0
0x0091f8B7C54D62B0b37007360cc5607B511EdB5B,1.0
0x00933Dc8f06A7473D0E7F348E84f204A456E9d70,1.0
0x009340fa5d7B3441AfecD8C26A70ddA0F5cfa6d5,1.0
0x009415Bc8c18cccB38475e98dC6e2a8D973Fbc33,1.0
0x0096aae252abc8f16461c6Cc33bEeA996Ddcd2Bf,1.0
0x00979a08541E6c3FA86779db1c6e206977ad6E66,1.0
0x0098DEcBac5AE0938BBDB7Aaf6E27B0D8CD164cD,1.0
0x00993585631d7A7B3501eE892f9B531908B9F8BA,50.0
0x009A29258dB5F8D1D102De35263FabB93432e9f8,1.0
0x009C69b6e6EFC580294339EAF4dB95D51ABB6CF1,50.0
0x009D0eF589931bDAc3B5573333C6825d325feE19,1.0
0x009c32960E474117d85FaB65494729395c0959CF,1.0
0x009c69e8D8602698eCd9B3563e1aA6500c69E9A2,1.0
0x009fE91278460C7Ac6E703243563cFe856f8408A,1.0
0x00A1F524EAB1d82B667812C6FD59Ba1F749F9d4d,1.0
0x00A1b4bC591AeE173172fF736a23CA5901Cbf204,1.0
0x00AD3c523b715cbd6cc1771f1A1743269b220fa4,75.0
0x00B0a6eF28C80109bF89224884949A9f3E549a39,1.0
0x00B113795f1aA12EE361adC6D281392802d0e025,125.0
0x00B5f90eF9D8FAfCCB8AC460dB343b16ff0Ad04d,1.0
0x00B65A14b535171a8d21cac60cC961D0672A3229,25.0
0x00B77Bf3910bDCcd161b83fbDa9c2ae949910fC9,1.0
0x00B7C84DbBD871A8eb209138174D1ef378F015a0,1.0
0x00B9c8bfA4776Dd5677f42Db8277fC2bFD2B838C,1.0
0x00B9e53F4ad40B5aAd0E2E879b1AD92D7470b33c,1.0
0x00BaefB9892E57C2dcfd997bF62Fc432Ebf66eBe,1.0
0x00Bde13CA6866348dc6905cF3D553a05C1D8CA68,1.0
0x00C27380Df5A5030Bf23a5FE8789dF16484aed71,1.0
0x00C839ECbDED01790d35885a639589e1F75f6318,1.0
0x00C851Ccd678C4743d9cc46261e99D948A7b3661,1.0
0x00C865e2114d1c0066809F11F4AED7a8eC2d5173,1.0
0x00C92394c779E78aCE580Acf7AaCFB4C6a86470C,1.0
0x00CA04CAA39EB913749C94EaD54F503e84eAc988,1.0
0x00Cd25a524DA4C5d235F5dB044AD42988e40C97A,1.0
0x00D01133183c22C35247eBeF358a3a8541bE962b,1.0
0x00D02836EdCD70f708754FA51C6276d857D9Ac08,25.0
0x00D04A6678f6CcB040Dd6B3FC594fa0622fbC987,1.0
0x00D0dF815601dfAD9d00881eC4CCeB5622DEC260,1.0
0x00D511a506e44D30932A024C4F3852b2AFf4222E,1.0
0x00D8351FD34bD6b53eA66AFbF3B9b6F378b9E199,1.0
0x00D86a49F0fefb58b2E1381431d2Af962dcC7a3d,1.0
0x00DA3dD2AF194B014Bb08f09B2Bb9fB4DcD141BA,1.0
0x00E00F4D720324C35390f4E9842d4BB755eC3767,1.0
0x00E0bF69DE5EF33Dfc16352cD52683e6ea5a89Aa,1.0
0x00E104aAe179D76D324E36546B83bAe83E5Fe0A9,1.0
0x00E1ee0bCf80e904AF840467A930f2a1D581aD19,1.0
0x00E25eF09842E22E24346756B04B5e6389417b22,1.0
0x00E375f4e635561AA39b8217A4E66996d3755464,1.0
0x00E3fdA79DD9A8858EeD392922C41f59ea947BFd,1.0
0x00E519E74Bc29031483154115559d488de5eE58f,1.0
0x00E87bE4Fe84D44781B60979e673EeCB96B06fd7,1.0
0x00EBdfbf91157DB0416ceb4FF74C37862BEcBc25,1.0
0x00EE80c322D6e956D2629a73223605bBda946F2d,1.0
0x00F00F762642A80AdAAD42CeA2e669F46F46659F,75.0
0x00F01c4b282491aD8d1787deDaaA91fbee418313,1.0
0x00F03AE74a99633111027b2C3ee1fc8EA9Ed1104,1.0
0x00F18CCb682d2B6B935A3BBd3F1d237D263E05c0,25.0
0x00F1C4C63B02213Fe5372c9E1aC6c8340E641672,1.0
0x00F4A1d855451DaF3bF81ca9eCC24f9EFd951D53,1.0
0x00F56B810e9690Ef3ab7927279c49de674BeE8c5,1.0
0x00F6Bc0d27769Bf86DA13f2542f2769Ea185dD9A,1.0
0x00F83F560deA6E8317900beABC89BE027DA154f8,1.0
0x00FC2B542Ec0F5A7eaa3f348b842Be0628BEc2a6,1.0
0x00FF64d545eD6a510e92EE9Fd62A3A532aa52D81,1.0
0x00Fdd9b77eBcD9fcE971c02683A4A47e5Ff2babe,1.0
0x00a026244209FEdF23D1bF23f6468e8f237a4363,1.0
0x00a047aB2CB3865D1867c5b2b83E40d542E04378,1.0
0x00a0e3278976E9d3702E21C1037bda0fB28B16Ed,1.0
0x00a12EecbC4B6be529D6AE98AFE46a5030D4C79E,1.0
0x00a3D4243825291533211E89922068E395e4Dc2C,1.0
0x00a58E851219eeA87a990B06ED922615bdE3e476,1.0
0x00a65468Ce2bFC7365269Ea2f39CC24aDE522610,1.0
0x00a6Cb92655Ad4b640cF0F524F6Ec78D8f8AA1C2,1.0
0x00a72d7B5050e8FA50A471f2C9aF1dC21eAC4d36,1.0
0x00a7D2a310E6e0d23bA8C4003d5A38B96Cf7ef0D,1.0
0x00a8fdDaaeC3063708Eb6bc6d534ca3e65a9026D,1.0
0x00aF41c6EE0B153E973004529db12e35A65748f6,1.0
0x00ad4f0AC5A64B01173357fa14609ACdcfcd0a8c,1.0
0x00adA0D79233feFa21F24cc4Ca61F720028D8150,1.0
0x00af38054523E0f821fecdd2b00dD9dD104Efab4,1.0
0x00afD60e870CcC087D982eD6E64dF5A008301Ab9,1.0
0x00b204316c36BB064B383824a91380D1a8030927,1.0
0x00b20B5aCbE4dfEC22608CcE30D540E4F48A267B,1.0
0x00b23e997d4D0c33c9DbE5457154C14bD21A24C2,1.0
0x00b25E5a33d55bAa363aB079b3186A8e73569D05,1.0
0x00b3753Ec162918d207Ba12C35011fceEf1E4cB6,125.0
0x00b5C12d160887A15679e44DB629225cBACF6e8C,25.0
0x00b5a0f715676F6ae020e743392655f189814F40,50.0
0x00b92baa9dA5af182BC4086a6779D1e93faDE1FF,1.0
0x00bA7a0B243AD5eDbb6DF92504713A0026A187f2,1.0
0x00bA8Ccbf0c1Ce62834d72706Fe3236387F5dA35,1.0
0x00bEc36d55b7a9751f20D1Bc4d66737c9de78ef6,1.0
0x00bF7A20C6eAEB5c79dA6804d61e1396123A8AE0,1.0
0x00ba280c55643f707e23376c948BE41b5468eF58,50.0
0x00bb9a319b84a24fEBf3e7481D93aFb930f16960,1.0
0x00c04AA8Debc509Dec763ec5b32A31d4C72912e8,1.0
0x00c0798C0Df1e87069417E76b8Ca4fA089D051f1,125.0
0x00c18797C1ac99eF6b3981b7F32F57851d6eC36A,1.0
0x00c644E774D7B1A3a95154113f86b9e25350a111,1.0
0x00c86E5946b60764Dc788D1BfE778B9ddeB4F823,1.0
0x00cF3adFAcAB2d9FE4b8780a373a6f3dF3Ef001a,25.0
0x00d08c9d21123eb06B26b2b5C2C8F6cf0B550fa6,1.0
0x00d9Acf1D63Eae19a1b0E416bE85Dd7754298ffC,1.0
0x00dcb0f4d625cA40A0F0cD2F45BbDbd343198793,1.0
0x00de974250713435db1926aBAb00b8bc22ae2C17,1.0
0x00e114BAc8962F24E05D78EDE81E01678c2A3b82,1.0
0x00e4846E2971BB2B29Cec7C9EfC8fa686ae21342,1.0
0x00e62b28f5106ee92E7A543Be0748A868CE3e012,1.0
0x00e6Ab08C6341Ff4eC08BEfC731Bf768ab03043d,75.0
0x00e6F8D8fb80B0C302A6bd849B79982dc9945B15,1.0
0x00e8eE11B22e7a3B31c99B44Ff7185487CAd291F,1.0
0x00ea774D49E1728294cBcFF2268072D46959b941,50.0
0x00eb9640C1fe683e2205287f156ec7318f5e75Bd,1.0
0x00f282C40b92BEd05f1776caDF1C8b96b9fBaEE3,125.0
0x00f30ccc812F8bcFc30c3C7a927e41dFe0865a92,125.0
0x00f32b5d052CB9D92324fdA647242aeA8BCC037a,1.0
0x00f5F8De659913Aef97623e997c3d20D677aa8AC,1.0
0x00f7A3730aBD5990F18b75a0168104b02ce7496C,1.0
0x00f7C5c60102F2a431812E29447F623175A3Ef50,50.0
0x00f7fb4cd865c370e469906B29F93cfCb3177767,1.0
0x00f8E627d66832296b831c21FF371cD196cc58e1,1.0
0x00fb611b792EF86cB21799963139745Cf1dc30c0,1.0
0x00ff6b7D26407A46Af2b631b4fa452a036d027E5,1.0
0x01004bEa6919b67C1475756EA75019F3Bdc40679,1.0
0x01026D73eebbe7EdC09CB26134e33C3031519906,1.0
0x0103C3342eAbB9dE01193a09e7Ef14600795EC7D,1.0
0x0103a4966daba5a947df52b0B892d8b3fdEF5A4F,125.0
0x0105c26c5d013bb32223dbb2a4Bbd98e9B0c320A,1.0
0x01076E09dCB258c16537670307F9bDCED007BF37,1.0
0x0109c1F26603A89c407aF83C5eb099F795b60e9e,1.0
0x010C97E6672Ea772E6417b8Cf679f4751f4006A8,1.0
0x010Dab3779810cF08AC213B9Efa915821BB43E26,1.0
0x010E3A3a9AAF3d8eE76B26d154F8C16c970f477E,1.0
0x010EEE335094C7F1D4544Cf9dB736417B1D88904,1.0
0x010EEFbD6feCACeaB3AF7B891824ad71183Eda96,1.0
0x010b0E098Eb5A1043Df889376A43813dF06bF23D,1.0
0x010e5a1E69378E8fEe6C040f587c94423aDD0727,25.0
0x011016Cb79112F853Ed6C4913570A8A8466fa9Aa,1.0
0x01111a3C9f3a54297AA904a4CE49F11027018cc3,1.0
0x01113829D6441e86071c939484f55fd8a0398ED6,1.0
0x011211eC9576923988C2Fe5aA3a362528c4e7e64,1.0
0x0112d3020673eF7920061C8923d884e69FBF9101,1.0
0x011331A4C9dC69825723d0e6aa78AC5A815c5b0b,1.0
0x0113cc9F2cd4CB85F166fDe7e0AFf3ac821B51AA,1.0
0x01142DBBc871A09Bac7A26E9AAdc9744828A2f91,1.0
0x01156a70ba791F5aff8B344AEfF2B1bEB042C3E7,1.0
0x01157fF72a100e9Da3070df783ff1577FAc514e9,1.0
0x0115F5Ce3f986A35b1eDB6f2c3815CeBB2461e70,25.0
0x0117E51BECe834AA784C9961D306c85c4f012a16,1.0
0x0117F86837101f4D5242564821f7CB28e6c78bA4,1.0
0x01185bd0284E32e9B60a573b58f0320DA4592414,1.0
0x01187e32e6193a74539271072696EE98d2A7586b,1.0
0x0118E737540cD65E68053C7EC3887F9FcA80fd16,1.0
0x011B7C05128DbaB3Ef3Cea371D80956285e9Cd24,1.0
0x011D64bE30F1E848199d9315734D64a6c7134ddD,1.0
0x011F4f9ED2509724Be7dC6Ba2630233c294b51D0,1.0
0x011c4cbdff2a1268A226e31DC2D8c7aD53563b95,1.0
0x011c517A791872159B66B2b2218B948963f891d2,1.0
0x011eBe45c131e87e187d185B842FaCAD9e8e9DD9,1.0
0x011f07C585ACbe0AaF47bC0642c58342AF93C37D,1.0
0x0120d5D85b62E997dA04277f65A440857080B9fC,1.0
0x0123211D7682589A596f3C6d9b87965b9c434564,1.0
0x0123E2169D8D89C58D10436f407e960C44d48343,1.0
0x0123Fc6E9d74fF78f37cD0F46E1FF7F7f94d95B0,1.0
0x0123c4c906eADD17DcA11B9a850B53c1C8C1b7B4,1.0
0x0124bcDeB3B50acB8bBB708b1B8192Be8Ce202D4,1.0
0x0128D727Fa38D6688F2b96039419CA1Cca43b1A2,1.0
0x01296c92a09c4fAD021Df2639c54931A5b96de2E,1.0
0x012a00B9CEeb51659f889656EA85ACCb2b229903,1.0
0x012cb630332Bd1237dB0FF121ab1466FAEbdbf25,1.0
0x012e01C5F909B15ea18e9C5b71Db044687362B1C,1.0
0x012f11883b03d2C6C56706caE752343396bdD72b,75.0
0x012f3976C93260F7E4CE1289638278a870b6678D,1.0
0x013020c55fFfF21C8b2Db2232AfA6C2CD94B42f4,1.0
0x013038EF829afF036AA1207423B16b5537267cC9,1.0
0x01308BD3c162ABc22b8463AcBC6C81C047821A2f,1.0
0x0131FdA12E42BECf820DAc981d8c6c2Ee6B449Ab,1.0
0x013361FDdD9f4897b897EF98274Ec8E024342f7F,1.0
0x0133682790E6779aB5E69CCF2aA9D40b3c893015,1.0
0x0133f65eCB4E7560805457809e36229513151650,1.0
0x01343Fe928c113E05a9Ae778f0FD743Da81a0b5C,1.0
0x01349b0023921081AE2ebAA686ac3F7FaF985771,1.0
0x0135249C1897454959dA69ac1481df6C1D4023A8,1.0
0x0135b3cfE4F832BcD35C6f497768B1A204161111,1.0
0x013641C4b037ee3C035d3fF648223295564A30C5,1.0
